feature,importance
_initterm,0.08525172011939745
RESOURCE_Size,0.06886378928766115
MajorImageVersion,0.06549468113069133
exit,0.05449962952139164
msvcrt.dll,0.04073506783634398
CheckSum,0.03550861623206887
comctl32.dll,0.03536383647205121
DllCharacteristics,0.03172939137475997
Overlay,0.03153833646635214
MajorOperatingSystemVersion,0.027732758012791302
memset,0.02441021099075629
_exit,0.022867115914982174
_cexit,0.02284699378874187
SECURITY_Size,0.02103890323597873
SECURITY_VA,0.019676924650920528
setbkmode,0.019664150963688273
__set_app_type,0.018058907050521277
.rsrc,0.01751073982978989
LOAD_CONFIG_Size,0.017155596857928435
DEBUG_Size,0.016990108860914028
Total,0.014602482047434409
IMPORT_Size,0.014568339991642731
__setusermatherr,0.013175949014400366
getdc,0.012546159779913836
RESOURCE_VA,0.011797433563364131
SizeOfUninitializedData,0.011739255148327275
BaseOfData,0.010921436825745232
Header,0.010880835640918652
_xcptfilter,0.010290276819840462
SizeOfStackReserve,0.009927736298720145
IAT_Size,0.00878139786344933
Characteristics,0.00828840829471115
MajorSubsystemVersion,0.008033712645493766
invalidaterect,0.007952846721344428
settimer,0.00783594331426972
SizeOfCode,0.007600777297905712
.text,0.006859563432169301
e_lfanew,0.006664477576269604
SizeOfStackCommit,0.006365143887285767
IAT_VA,0.006356228338827867
IMPORT_VA,0.005615325576913784
SizeOfInitializedData,0.005096784392016883
MinorLinkerVersion,0.0050255019777910226
imagelist_create,0.004822432497330338
SizeOfImage,0.004798455410969111
code_to_image_ratio,0.004670402033659889
version.dll,0.004504559645778891
MajorLinkerVersion,0.004372795390094688
.data,0.004191919062590632
.rdata,0.004074226031551431
MinorOperatingSystemVersion,0.003974655848464016
AddressOfEntryPoint,0.003966018724615362
setwindowpos,0.003893136765094707
getclientrect,0.003790950630844041
EXCEPTION_Size,0.0036234395017225103
memcpy,0.003547701547706684
upx1,0.003344414538781136
setforegroundwindow,0.003321216921163501
BaseOfCode,0.0032838177262038432
_amsg_exit,0.003003209754562278
setcursor,0.0029734625961977514
.pdata,0.002948665322184289
free,0.002920147398899432
DEBUG_VA,0.0028977542672995187
api-ms-win-core-profile-l1-1-0.dll,0.0026556771095531456
MinorSubsystemVersion,0.0025208296506815187
iswindowvisible,0.0022761342012563514
api-ms-win-core-errorhandling-l1-1-0.dll,0.002244441263801499
showwindow,0.002187981280240999
rtlcapturecontext,0.0021329823447080744
comdlg32.dll,0.0019204842576720522
imagelist_destroy,0.0018670496746607992
isvalidcodepage,0.0017548753276542606
beginpaint,0.001503480658264512
_c_exit,0.0014435969133372616
_except_handler4_common,0.0011914418905215253
EXCEPTION_VA,0.0009850957144054442
globalunlock,0.0007960534832496377
imagelist_addmasked,0.0007627978209722506
emptyclipboard,0.0005734875174341327
deleteobject,0.0005671845193647334
getsyscolor,0.0005606759234335862
ImageBase,0.0005581357932748941
malloc,0.0005111431662576724
queryperformancecounter,0.00048758741624981797
rtllookupfunctionentry,0.00047283194251465893
exitthread,0.00037775309530011745
_wcsicmp,0.00034269828223207436
_o_terminate,0.00032249059887022564
?terminate@@yaxxz,0.00032237599711724507
rtlvirtualunwind,0.00031423797133440915
enablemenuitem,0.0003031998427515457
__wgetmainargs,0.00028334141348945827
_commode,0.00027123779723961885
__cxxframehandler3,0.00023642002592080382
SizeOfOptionalHeader,0.00020517777794561623
openclipboard,0.0001637269811929038
wcschr,7.15407671472974e-05
_vsnwprintf,2.4884359376494378e-05
_fmode,7.055837310643467e-08
