feature,importance
RESOURCE_Size,0.07355622839559317
MajorImageVersion,0.05875770207238189
Overlay,0.04085287909867619
_initterm,0.03334302266638819
_exit,0.03325046494775802
msvcrt.dll,0.03295017155270129
_xcptfilter,0.03024389715273538
DllCharacteristics,0.02871177448243719
comctl32.dll,0.027899101071916434
SizeOfStackReserve,0.026584725818887708
SECURITY_Size,0.025204600933306783
MajorOperatingSystemVersion,0.022639147214802924
exit,0.02158749273136992
_cexit,0.020780314804393726
MajorSubsystemVersion,0.019750559274141113
__set_app_type,0.018702322103793544
DEBUG_Size,0.018279132485344216
memset,0.017838086393156857
SizeOfStackCommit,0.016870573482496775
LOAD_CONFIG_Size,0.015743884053447683
BaseOfData,0.014823294660840381
SECURITY_VA,0.012837098191721786
MinorOperatingSystemVersion,0.01280346574907011
setbkmode,0.01223464636561321
CheckSum,0.011936144385674858
IMPORT_Size,0.011631246631892186
SizeOfUninitializedData,0.010926064286792346
__setusermatherr,0.01084600064725129
RESOURCE_VA,0.010343410375267105
memcpy,0.009770400995143723
IAT_Size,0.008814535624296254
imagelist_create,0.008575688404715993
__wgetmainargs,0.008171965091509085
settimer,0.007856957020854751
Total,0.007012664898191088
Header,0.006694409850375099
showwindow,0.006602600635457987
.data,0.006169037665237585
.text,0.006166001271670699
getdc,0.005922552428834909
getwindowrect,0.005896540311877856
IAT_VA,0.00573231507446904
closeclipboard,0.005708131746964383
setclipboarddata,0.005338195691137162
BaseOfCode,0.0051694732031077354
version.dll,0.004911908616222933
api-ms-win-core-sysinfo-l1-1-0.dll,0.00461593322841158
MajorLinkerVersion,0.004550881972226042
invalidaterect,0.004481971610827406
imagelist_addmasked,0.004376988144206393
api-ms-win-core-processthreads-l1-1-0.dll,0.004340675006304874
e_lfanew,0.004218100733172152
getdlgitem,0.00412465787720394
_amsg_exit,0.003907944592602459
?terminate@@yaxxz,0.003797796609882789
code_to_image_ratio,0.0037847628845444343
cotaskmemfree,0.0037573325700646512
upx1,0.0037041193242366203
setwindowpos,0.0036516537080292025
openclipboard,0.0036412191680991962
IMPORT_VA,0.00362093797271888
.rsrc,0.0035138535755252134
SizeOfInitializedData,0.003478975425501342
SizeOfCode,0.003456792284955363
malloc,0.0034541229316818103
Characteristics,0.0032449090972459242
_initterm_e,0.0031617900506692447
__c_specific_handler,0.003128134603738867
_c_exit,0.003072241829184675
AddressOfEntryPoint,0.0029715039557461228
api-ms-win-core-profile-l1-1-0.dll,0.0029068626300826172
ImageBase,0.002836841260670691
.rdata,0.0027947120313603913
iswindow,0.0027036828366027213
num_file_apis,0.002534130598847614
_o__set_app_type,0.002508444175629955
_o__register_onexit_function,0.0024322092979438305
seterrormode,0.0024102367099134193
lookupprivilegevaluea,0.002278702392531558
SizeOfImage,0.002242761280907106
NumberOfSections,0.0022363477901873033
free,0.002188063962329826
setcursor,0.002179724939461302
mpr.dll,0.0019585508205910655
DEBUG_VA,0.0018867499328142014
_commode,0.0018664998580886442
beginpaint,0.0017247181396729944
setenvironmentvariablea,0.0016981050489300491
_o___p__commode,0.0016939389864053928
rtlvirtualunwind,0.0016317391544124575
shell32.dll,0.0016233973764084066
createwindowexa,0.0016171837508875673
comparefiletime,0.0015986189902150979
MinorLinkerVersion,0.001416604648824703
regenumkeya,0.001369273545767145
dialogboxparama,0.0013578210267821283
deleteobject,0.0013550165421837357
comdlg32.dll,0.0013264489023951831
BASERELOC_Size,0.0012839464075291485
BASERELOC_VA,0.0012670427785867009
getclientrect,0.0012552513896906823
SizeOfOptionalHeader,0.0011421548374283114
setstdhandle,0.001129612362700849
callwindowproca,0.0011262493081216666
_controlfp,0.0011174710769903725
regclosekey,0.00111276849593909
systemparametersinfoa,0.001106665294294645
endpaint,0.0010993931541827884
getcpinfo,0.0010682731215840376
sendmessagea,0.001052412174015603
memmove,0.0010191098532943105
setwindowlonga,0.0010175368836346167
gdi32.dll,0.0009973623385171222
killtimer,0.0009829637711930932
api-ms-win-core-libraryloader-l1-2-0.dll,0.0008887406636214471
loadlibrarya,0.0008747125530390777
.pdata,0.0008535060991984863
SizeOfHeaders,0.0008489653779189474
api-ms-win-core-synch-l1-1-0.dll,0.000844440548152195
EXCEPTION_VA,0.0008214747058335919
api-ms-win-core-errorhandling-l1-1-0.dll,0.0007630704808763356
Subsystem,0.0007606109998218191
num_crypto_apis,0.000737486122327242
removedirectorya,0.0007053362996749764
defwindowproca,0.0006940356003744317
user32.dll,0.0006910394729814553
destroywindow,0.0006905576437478032
api-ms-win-core-interlocked-l1-1-0.dll,0.0006815560637565807
rtlcapturecontext,0.0006809103796553672
EXCEPTION_Size,0.0006595724915492637
settextcolor,0.0006579420693656646
getfullpathnamea,0.000643646809810602
deletefilea,0.0006253914968760878
api-ms-win-crt-string-l1-1-0.dll,0.0006163711816623012
getexitcodeprocess,0.0006081397426159225
peekmessagea,0.000515732799953411
initializecriticalsectionandspincount,0.0005099162812113462
setbkcolor,0.00050981094565633
tlssetvalue,0.0005025519705148911
_fmode,0.00045525113124976577
api-ms-win-core-synch-l1-2-0.dll,0.0004394159147161374
imagelist_destroy,0.00043825664047856974
getcurrentprocessid,0.000435530893945744
emptyclipboard,0.00039964451400430754
createmenu,0.00036804122107073734
__p__commode,0.0003669378342520817
MinorSubsystemVersion,0.00036258053693698374
globalalloc,0.0003591567323692719
__cxxframehandler3,0.0003359518883782412
postmessagea,0.0003331931016462858
virtualprotect,0.00032929436532980156
rtllookupfunctionentry,0.00031496226146761466
translatemessage,0.0003114161120436766
waitformultipleobjects,0.000291173922989742
releasedc,0.0002801915717536348
checkdlgbutton,0.0002771417009687746
createmutexa,0.00026415304250462356
queryperformancecounter,0.00024981655269732127
has_file_access,0.00024585654194601056
gettickcount,0.00024322737878697308
_except_handler4_common,0.0002423718845760743
wnetcloseenum,0.00023692284392565116
setfiletime,0.0002353165788652874
getparent,0.00023478634816738434
_wcsicmp,0.00022222681015013614
cryptencrypt,0.0002163072844074736
api-ms-win-core-registry-l1-1-0.dll,0.00020688875069291808
_o_terminate,0.0002009914595329323
getsystemmetrics,0.00020097459373817067
enddeferwindowpos,0.0001994059381185121
tlsgetvalue,0.00019362623934297281
isvalidcodepage,0.00019130131650328512
_wcsnicmp,0.00018713917061098672
enablemenuitem,0.00017514813057837317
oleuninitialize,0.00016775171615425588
exitthread,0.0001556496081715707
heaprealloc,0.00015093547976484026
_o_malloc,0.00014766033276455832
iswindowvisible,0.00013063577162906055
createpopupmenu,0.0001207572373173689
getoemcp,0.00011959340852272035
setforegroundwindow,0.00010012046699005219
getdevicecaps,9.864002427483056e-05
tlsalloc,9.613617117355628e-05
isdebuggerpresent,7.586144358695043e-05
_o___stdio_common_vswprintf,7.505594383362365e-05
??3@yaxpeax@z,7.086981725685178e-05
enablewindow,6.59636597095446e-05
screentoclient,6.502964795613631e-05
getsyscolor,6.323788859802416e-05
globalunlock,6.294659655375163e-05
fillrect,5.868089004230904e-05
rmregisterresources,3.902375695112603e-05
getnativesysteminfo,3.482308146760719e-05
httpsendrequesta,1.6085676993642853e-05
ntdll.dll,6.917760975777769e-07
wcschr,0.0
_unlock,0.0
_vsnwprintf,0.0
_o__seh_filter_exe,0.0
