feature,importance
_initterm,0.11472023544586446
MajorImageVersion,0.08827481543049281
RESOURCE_Size,0.08363430261488895
exit,0.06003110491400339
Overlay,0.052692901048856516
memset,0.04063316292739063
msvcrt.dll,0.039203021641912875
comctl32.dll,0.03754258266598802
MajorOperatingSystemVersion,0.035464257951964236
Total,0.031260995072852425
_cexit,0.02757102518225616
_exit,0.024736582696057333
SizeOfStackReserve,0.024003738718972226
SECURITY_Size,0.02291758987281587
_xcptfilter,0.022829105108679394
getdc,0.02084650902960918
__set_app_type,0.0195576637989554
LOAD_CONFIG_Size,0.019072207275090666
BaseOfData,0.018946507016271957
DllCharacteristics,0.01786938290978045
.rsrc,0.017543103023263968
CheckSum,0.01587181019036237
__setusermatherr,0.014319513873970156
Header,0.013915883651378911
IAT_Size,0.013234737711993006
settimer,0.012588625619372544
IMPORT_Size,0.012442956882040643
DEBUG_Size,0.012126316253859397
MajorSubsystemVersion,0.009597280028031724
.data,0.008724969938150983
showwindow,0.007756080248617315
RESOURCE_VA,0.007208866802607432
.text,0.007157921507836202
SizeOfCode,0.007031721217417491
.rdata,0.006288723646018477
comdlg32.dll,0.005081091418130491
Characteristics,0.004439132077231789
api-ms-win-core-errorhandling-l1-1-0.dll,0.0041077751631318354
MinorLinkerVersion,0.0037198845813326887
beginpaint,0.003470582802594556
_amsg_exit,0.0029434972271425697
MinorOperatingSystemVersion,0.0018590357235159516
rtlcapturecontext,0.0015646805278474415
SizeOfStackCommit,0.0015027419442096507
isvalidcodepage,0.0013383250590074088
__cxxframehandler3,0.0009349691191594772
SizeOfOptionalHeader,0.0005963595405095841
?terminate@@yaxxz,0.00048654229998029556
__wgetmainargs,0.0002847262500138658
_vsnwprintf,5.445434856887621e-05
